Mission ID,Mission Date,Year,Theater of Operations,Theater of Operations Full Name,Country,Air Force,Aircraft Series,Takeoff Base,Takeoff Base Formatted,Takeoff Location,Takeoff Country Formatted,Takeoff Latitude,Takeoff Longitude,Target ID,Target Country,Target Country Formatted,Target City,Target Type,Target Industry,Target Latitude,Target Longitude,Altitude (Hundreds of Feet),Airborne Aircraft,High Explosives,High Explosives Type,High Explosives Weight (Pounds),Total Weight (Tons)
126965,10/8/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,OFF BECO?,ENEMY SHIPPING,,-9.210307,125.39372,29,,,100 LB GP (GP-M30),2900,1.45
126967,10/8/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,OFF BECO?,ENEMY SHIPPING,,-9.210307,125.39372,26,,,250 LB GP (GP-M57),6500,3.25
127354,16/8/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,MAPE,,,-9.155,125.453611,,,9,100 LB GP (GP-M30),900,0.45
127355,16/8/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,MAPE,,,-9.155,125.453611,,,3,2000 LB GP (GP-M34/M66),6000,3.075
131108,15/10/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,AILEU,BUILDINGS,,-8.728056,125.566389,,,4,100 LB GP (GP-M30),400,0.2
131109,15/10/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,AILEU,BUILDINGS,,-8.728056,125.566389,0,,2,250 LB GP (GP-M57),500,0.25
131177,21/10/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,MOABISSE,VILLAGE,,-8.838056,125.597222,,,6,100 LB GP (GP-M30),600,0.3
131178,21/10/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,MOABISSE,VILLAGE,,-8.838056,125.597222,,,6,250 LB GP (GP-M57),1500,1.15
132306,4/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,MOABISSE,,,-8.838056,125.597222,50,,18,250 LB GP (GP-M57),4500,2.25
132307,4/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,MOABISSE,,,-8.838056,125.597222,50,,18,100 LB GP (GP-M30),1800,0.9
132730,11/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,MOABISSE,BUILDINGS,,-8.838056,125.597222,,,12,250 LB GP (GP-M57),3000,1.5
132798,16/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,MOABISSE,BUILDINGS,,-8.838056,125.597222,80,,12,250 LB GP (GP-M57),3000,1.5
133002,16/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,MOABISSE,BUILDINGS,,-8.838056,125.597222,80,,6,100 LB GP (GP-M30),600,0.3
133862,28/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,MOABISSE,BUILDINGS,,-8.838056,125.597222,,,6,250 LB GP (GP-M57),1500,0.75
133865,28/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,MOABISSE,BUILDINGS,,-8.838056,125.597222,0,,2,100 LB GP (GP-M30),,
133867,28/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,MOABISSE,BUILDINGS,,-8.838056,125.597222,,,0,250 LB GP (GP-M57),1350,0.675
135371,16/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,MOABISSE - TIMOR AREA,TOWN,,-8.838056,125.597222,80,3,12,250 LB GP (GP-M57),3000,1.68
127786,26/8/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,DILI,TOWN,,-8.55,125.66667,20,,,250 LB GP (GP-M57),5000,2.65
129944,24/9/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,DILI,SHIPPING,,-8.55,125.66667,,,5,100 LB GP (GP-M30),500,0.25
129948,25/9/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,DILI,MOTOR PARK,,-8.55,125.66667,,,12,100 LB GP (GP-M30),1200,0.6
129950,25/9/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,DILI,TOWN,,-8.55,125.66667,0,,4,250 LB GP (GP-M57),1000,0.5
131990,3/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,DILI,BUILDINGS,,-8.55,125.66667,95,,12,250 LB GP (GP-M57),3000,1.71
131991,3/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,DILI,BUILDINGS,,-8.55,125.66667,95,,4,100 LB GP (GP-M30),400,0.2
135393,17/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,TURASCAI VILLAGE - TIMOR,TOWN,,-8.821967,125.70563,,3,12,250 LB GP (GP-M57),3000,1.684
133018,17/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,BAUCAU,BUILDINGS,,-8.471111,126.458333,500,,30,100 LB GP (GP-M30),3000,1.5
133019,17/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,BAUCAU,BUILDINGS,,-8.471111,126.458333,5,,18,250 LB GP (GP-M57),4500,2.4
133023,17/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,BAUCAU,BUILDINGS,,-8.471111,126.458333,0.12,,12,250 LB GP (GP-M57),3000,1.5
133027,17/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,BAUCAU,BUILDINGS,,-8.471111,126.458333,55,,6,100 LB GP (GP-M30),600,0.3
136552,26/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,LAGA STORES - TIMOR AREA,,,-8.48891,126.572322,30,6,,250 LB GP (GP-M57),6000,3.32
136512,24/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,"""LAIVAI HARBOR, TIMOR AREA: 4 TRANSPORTS, 1 DESTROYER""",ENEMY WARSHIPS,,-8.763494,126.803217,,4,16,250 LB GP (GP-M57),4000,2
136518,24/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,"""LAIVAI HARBOR, TIMOR AREA: 4 TRANSPORTS, 1 DESTROYER - DIRECT HIT ON 6000 T TRANSPORT""",ENEMY WARSHIPS,,-8.763494,126.803217,,4,9,250 LB GP (GP-M57),2250,1.125
136519,24/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,"""LAIVAI HARBOR, TIMOR AREA: 4 TRANSPORTS, 1 DESTROYER""",ENEMY WARSHIPS,,-8.763494,126.803217,,4,8,100 LB GP (GP-M30),800,0.4
136523,24/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,"""LAIVAI HARBOR, TIMOR AREA: 4 TRANSPORTS, 1 DESTROYER - DIRECT HIT ON 6000 T TRANSPORT""",ENEMY WARSHIPS,,-8.763494,126.803217,,4,2,100 LB GP (GP-M30),200,0.1
128170,29/8/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,TIMOR,Timor,AMBON AREA,CARGO VESSEL,,-3.695426,128.181405,0,,2,250 LB GP (GP-M57),500,0.25
134613,4/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,AUSTRALIA,Australia,DARWIN AREA - ATTACKED ONE LUGGER OF 20 TONS,ENEMY MERCHANT SHIPPING,,-12.033801,128.984129,,3,2,100 LB GP (GP-M30),200,0.1
131594,26/10/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,NEW GUINEA,New Guinea,PENFOEI,AIRDROME,,-8.666666667,151.3333333,,,4,250 LB GP (GP-M57),1000,0.525
133826,26/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,NEW GUINEA,New Guinea,NOVA NUSA,BUILDINGS,,-5.466666667,154.65,,,6,100 LB GP (GP-M30),600,0.3
133837,26/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,NEW GUINEA,New Guinea,NOVA NUSA [NOVA],BUILDINGS,,-5.466666667,154.65,24,,,250 LB GP (GP-M57),6000,3.3
133847,27/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,NEW GUINEA,New Guinea,NOVA NUSA,BUILDINGS,,-5.466666667,154.65,,,12,250 LB GP (GP-M57),3000,1.65
133853,27/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,BATCHELOR FIELD,Batchelor Field,AUSTRALIA,Australia,-13.0535,131.0234,,NEW GUINEA,New Guinea,NOVA NUSA,BUILDINGS,,-5.466666667,154.65,,,3,100 LB GP (GP-M30),300,0.15
135761,19/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,NEW GUINEA,New Guinea,MADANG AREA - ENEMY DESTROYERS,HARBOR,,-5.208836,145.788189,,1,6,250 LB GP (GP-M57),1500,0.75
123726,27/6/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,NEW GUINEA,New Guinea,LAE A/D,AIRFIELD,,-6.74143,146.989626,80,,6,250 LB GP (GP-M57),1500,0.79
123777,30/6/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,NEW GUINEA,New Guinea,LAE A/D,AIRFIELD,,-6.74143,146.989626,,,8,250 LB GP (GP-M57),2000,1
123780,30/6/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,NEW GUINEA,New Guinea,LAE A/D,AIRFIELD,,-6.74143,146.989626,,,3,300 LB GP (GP-31),900,0.45
124130,3/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,NEW GUINEA,New Guinea,LAE A/D,AIRFIELD,,-6.74143,146.989626,120,,8,250 LB GP (GP-M57),2000,1
124131,3/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,NEW GUINEA,New Guinea,LAE A/D,AIRFIELD,,-6.74143,146.989626,70,,8,250 LB GP (GP-M57),2000,1.08
124132,3/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,NEW GUINEA,New Guinea,LAE A/D,AIRFIELD,,-6.74143,146.989626,55,,8,250 LB GP (GP-M57),2000,1
124133,3/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,NEW GUINEA,New Guinea,LAE A/D,AIRFIELD,,-6.74143,146.989626,45,,8,250 LB GP (GP-M57),2000,1.08
125319,24/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,NEW GUINEA,New Guinea,LAE A/D,AIRFIELD,,-6.74143,146.989626,40,,,500 LB GP (GP-M43/M64),2000,1.85
131968,31/10/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,NEW GUINEA,New Guinea,LAE A/D,AIRFIELD,,-6.74143,146.989626,,,,,,0.12
136161,22/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,NEW GUINEA,New Guinea,LAE AREA : DESTROYER,HARBOR,,-6.74143,146.989626,40,2,5,250 LB GP (GP-M57),1250,0.625
133852,27/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,NEW GUINEA,New Guinea,HUON GULF,SUBMARINE,,-6.833333333,147.1666667,14,,4,250 LB GP (GP-M57),1000,0.5
133809,25/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,NEW GUINEA,New Guinea,BUNA - LAE,ENEMY WARSHIPS,,-7.342728,147.81981,,,4,250 LB GP (GP-M57),1000,0.5
134265,2/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,NEW GUINEA,New Guinea,BUNA - LAE DESTROYER,ENEMY WARSHIPS,,-7.342728,147.81981,,2,4,250 LB GP (GP-M57),1000,0.5
125318,24/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,NEW GUINEA,New Guinea,GONA,,,-8.616666667,148.2833333,48,,,500 LB GP (GP-M43/M64),2000,1.745
125744,27/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,NEW GUINEA,New Guinea,GONA MISSION,HUTS,,-8.616666667,148.2833333,25,,16,250 LB GP (GP-M57),4000,3.2
133834,26/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,NEW GUINEA,New Guinea,GONA AREA,,,-8.616666667,148.2833333,200,,,,,1.08
136134,21/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,BISMARK ARCHIPELAGO,Bismark Archipelago,ARAWE: ENEMY VESSEL,ENEMY SHIPPING,,-6.166438,149.03341,0.04,1,4,250 LB GP (GP-M57),1000,0.5
136135,21/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,BISMARK ARCHIPELAGO,Bismark Archipelago,ARAWE: ENEMY VESSEL,ENEMY SHIPPING,,-6.166438,149.03341,30,1,2,325 LB DC (DB-MK 17/47),650,0.325
134698,8/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,NEW GUINEA,New Guinea,GASMATA A/D,AIRFIELD,,-6.270793,150.332073,,2,4,250 LB GP (GP-M57),1000,0.5
131577,25/10/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,BISMARK ARCHIPELAGO,Bismark Archipelago,KAVIENG A/D,FUEL DUMP,,-2.579032,150.807331,,,18,250 LB GP (GP-M57),4500,2.25
131579,25/10/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,BISMARK ARCHIPELAGO,Bismark Archipelago,KAVIENG A/D,FUEL DUMP,,-2.579032,150.807331,,,16,500 LB GP (GP-M43/M64),8000,5
132379,9/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,BISMARK ARCHIPELAGO,Bismark Archipelago,KAVIENG A/D,AIRFIELD,,-2.579032,150.807331,90,,10,250 LB GP (GP-M57),2500,1.25
132383,9/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,BISMARK ARCHIPELAGO,Bismark Archipelago,KAVIENG A/D,AIRFIELD,,-2.579032,150.807331,76,,,500 LB GP (GP-M43/M64),5000,3.1
133067,19/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,BISMARK ARCHIPELAGO,Bismark Archipelago,KAVIENG A/D,AIRFIELD,,-2.579032,150.807331,24,,17,500 LB GP (GP-M43/M64),8500,5.21
133068,19/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,CAIRNS,Cairns,AUSTRALIA,Australia,-16.8858,145.7553,,BISMARK ARCHIPELAGO,Bismark Archipelago,KAVIENG A/D,AIRFIELD,,-2.579032,150.807331,24,,16,250 LB GP (GP-M57),4000,2
