Mission ID,Mission Date,Year,Theater of Operations,Theater of Operations Full Name,Country,Air Force,Aircraft Series,Takeoff Base,Takeoff Base Formatted,Takeoff Location,Takeoff Country Formatted,Takeoff Latitude,Takeoff Longitude,Target ID,Target Country,Target Country Formatted,Target City,Target Type,Target Industry,Target Latitude,Target Longitude,Altitude (Hundreds of Feet),Airborne Aircraft,High Explosives,High Explosives Type,High Explosives Weight (Pounds),Total Weight (Tons)
124966,22/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,BEAUF,NOWRA,Nowra,AUSTRALIA,Australia,-34.9489,150.5369,,AUSTRALIA,Australia,8 MI E OF TATHRA HEAD,SUBMARINE WAKE,,-36.733333,149.983333,0,,2,250 LB GP (GP-M57),500,0.25
134260,2/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,100 SQ,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,ENEMY SHIPPING,NEW GUINEA,New Guinea,BUNA AREA, I HIT ON GONA WRECK,,-8.617455,148.30538,4,,9500,16,250 LB GP (GP-M57),4000
122551,12/6/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,,NEW GUINEA,New Guinea,SIMBIRI,WRECK,,-4.383333333,144.05,0,4,2,100 LB GP (GP-M30),200,0.1
123719,25/6/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,BEAUF,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,,NEW GUINEA,New Guinea,LAE A/D,AIRFIELD,,-6.74143,146.989626,,,,,,
126507,2/8/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,,NEW GUINEA,New Guinea,LAE- BALAMAUA AREA,,,-6.716666667,147,,,16,250 LB GP (GP-M57),4000,2.16
123720,25/6/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,BEAUF,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,,NEW GUINEA,New Guinea,SALAMUA,TOWN,,-7.05711,147.044845,,,,,,
124136,3/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,,NEW GUINEA,New Guinea,SALAMAUA A/D,AIRFIELD,,-7.05711,147.044845,20,,4,250 LB GP (GP-M57),1000,0.5
124137,3/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,,NEW GUINEA,New Guinea,SALAMAUA A/D,AIRFIELD,,-7.05711,147.044845,17.5,,4,250 LB GP (GP-M57),1000,0.5
124138,3/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,,NEW GUINEA,New Guinea,SALAMAUA A/D,AIRFIELD,,-7.05711,147.044845,15,,4,250 LB GP (GP-M57),1000,0.5
124151,4/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,,NEW GUINEA,New Guinea,SALAMAUA A/D,AIRFIELD,,-7.05711,147.044845,0,,1,250 LB GP (GP-M57),250,0.125
124918,21/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,,NEW GUINEA,New Guinea,IVO GONA,SHIPPING,,-7.8,148.0333333,120,,4,250 LB GP (GP-M57),1000,0.5
124976,23/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,,NEW GUINEA,New Guinea,GONA MISSION,,,-8.616666667,148.2833333,10,,4,250 LB GP (GP-M57),1000,0.5
124965,22/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,,NEW GUINEA,New Guinea,BUNA-GONA SHORE,,,-8.580698,148.29965,0,,4,250 LB GP (GP-M57),1000,0.5
125383,26/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,,NEW GUINEA,New Guinea,BANUMI BEACH [BANUMY],SHIPPING,,-8.65,148.3333333,70,,4,250 LB GP (GP-M57),1000,0.5
133808,25/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,BEAUF,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,,NEW GUINEA,New Guinea,BUNA AREA,ENEMY DESTOYER,,-8.660055,148.418701,3,,4,500 LB GP (GP-M43/M64),2000,1
133810,25/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,BEAUF,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,,NEW GUINEA,New Guinea,BUNA AREA,ENEMY DESTOYER,,-8.660055,148.418701,300,,,500 LB GP (GP-M43/M64),21400,0.2
134266,2/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,BEAUF,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,,NEW GUINEA,New Guinea,BUNA AREA - DESTROYERS,ENEMY WARSHIPS,,-8.660055,148.418701,,6,3,0,3000,1.5
127781,26/8/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,,NEW GUINEA,New Guinea,FALL RIVER,ENEMY SUPPLIES,,-10.31666667,150.4166667,0,,4,250 LB GP (GP-M57),1000,0.5
128180,29/8/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,,NEW GUINEA,New Guinea,FALL RIVER,ENEMY CONVOY,,-10.31666667,150.4166667,0,,,500 LB GP (GP-M43/M64),2000,1
124505,11/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,,BISMARK ARCHIPELAGO,Bismark Archipelago,"""PORA PORA, NEW BRITAIN""",VILLAGE,,-5.433333333,150.4833333,10,,12,250 LB GP (GP-M57),3000,1.5
128869,7/9/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,BEAUF,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,,NEW GUINEA,New Guinea,NE MILNE BAY,ENEMY VESSELS,,-10.75,151.5,,,6,0,12000,6
125384,26/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,LIB,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,,NEW GUINEA,New Guinea,KIETA HARBOR,2 LARGE TRANSPORTS,,-6.183333333,155.65,80,,,500 LB GP (GP-M43/M64),4500,2.25
130349,3/10/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,BEAU,PORT MORESBY,Port Moresby,NEW GUINEA,New Guinea,-9.443333,147.22,,NEW GUINEA,New Guinea,FAISI - BUIN - TONOLEI AREA,SHIPPING,,-7.066666667,155.8833333,,,9,0,,
121470,1/6/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,RATHMINES,Rathmines,AUSTRALIA,Australia,-33.0393,151.5921,,NEW GUINEA,New Guinea,TULAGI,FLYING BOAT/DOCKS,,-9.083333333,160.15,0.12,,12,500 LB GP (GP-M43/M64),6000,3.408
121471,1/6/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,RATHMINES,Rathmines,AUSTRALIA,Australia,-33.0393,151.5921,,NEW GUINEA,New Guinea,TULAGI,FLYING BOAT/DOCKS,,-9.083333333,160.15,0.1,,10,250 LB GP (GP-M57),2500,1.25
86934,8/6/41,1941,MTO,Mediterranean Theater,AUSTRALIA,RAAF,TOM,,Unidentified,,,,,,LEBANON,Lebanon,BEIRUT,,,33.89,35.51,,,,,,0
93531,10/7/41,1941,MTO,Mediterranean Theater,AUSTRALIA,RAAF,TOM,,Unidentified,,,,,,LEBANON,Lebanon,HAMMANA,,,33.83,35.73,,,118,40 GP,,2.36
90877,28/6/41,1941,MTO,Mediterranean Theater,AUSTRALIA,RAAF,TOM,,Unidentified,,,,,,SYRIA,Syria,PALMYRA,,,34.56,38.27,90,,40,40 GP,,0.8
90896,29/6/41,1941,MTO,Mediterranean Theater,AUSTRALIA,RAAF,TOM,,Unidentified,,,,,,SYRIA,Syria,PALMYRA,,,34.56,38.27,80,,66,40 GP,,1.32
129958,26/9/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,,Unidentified,,,,,,TIMOR,Timor,500 TON VESSEL,SHIPPING,,-8.466666667,125.25,0,,4,250 LB GP (GP-M57),1000,0.5
127720,20/8/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,,Unidentified,,,,,,TIMOR,Timor,MOABISSE - TIMOR AREA,HUTS,,-8.838056,125.597222,,,10,100 LB GP (GP-M30),1000,0.5
127721,20/8/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,,Unidentified,,,,,,TIMOR,Timor,MOABISSE - TIMOR AREA,HUTS,,-8.838056,125.597222,,,7,250 LB GP (GP-M57),1750,0.885
130764,12/10/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,,Unidentified,,,,,,TIMOR,Timor,DILI,TOWN,,-8.55,125.66667,0,,4,250 LB GP (GP-M57),1000,0.55
135343,15/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,BEAUF,,Unidentified,,,,,,AUSTRALIA,Australia,HORN ISLAND - ENEMY SUBMARINE POSSIBLY DAMAGED,ENEMY WARSHIPS,,-10.615585,142.332324,7,1,700,250 LB GP (GP-M57),500,0.25
135344,15/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,BEAUF,,Unidentified,,,,,,AUSTRALIA,Australia,HORN ISLAND - ENEMY SUBMARINE POSSIBLY DAMAGED,ENEMY WARSHIPS,,-10.615585,142.332324,7,1,700,250 LB GP (GP-M57),500,0.25
133011,16/11/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,A20,,Unidentified,,,,,,NEW GUINEA,New Guinea,MAMBARE HARBOR,WRECK,,-8.033333333,148.0166667,500,,,,,0.8
124963,22/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,P40,,Unidentified,,,,,,NEW GUINEA,New Guinea,IVO GONA,SHIPPING,,-7.8,148.0333333,,,7,500 LB GP (GP-M43/M64),3500,1.75
134996,14/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,A20,,Unidentified,,,,,,NEW GUINEA,New Guinea,BUNA AREA - 5 DESTROYERS / MOUTH OF KUMUSI RIVER,ENEMY WARSHIPS,,-8.472085,148.234293,10,10,14,500 LB GP (GP-M43/M64),7000,3.5
135311,14/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,A20,,Unidentified,,,,,,NEW GUINEA,New Guinea,BUNA AREA - 5 DESTROYERS / MOUTH OF KUMUSI RIVER,ENEMY WARSHIPS,,-8.472085,148.234293,10,10,18,250 LB GP (GP-M57),4500,2.25
135315,14/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,A20,,Unidentified,,,,,,NEW GUINEA,New Guinea,BUNA AREA - BARGES  MOUTH OF KUMUSI RIVER,ENEMY SHIPPING,,-8.472085,148.234293,,7,13,250 LB GP (GP-M57),3250,1.625
135316,14/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,A20,,Unidentified,,,,,,NEW GUINEA,New Guinea,BUNA AREA - BARGES  MOUTH OF KUMUSI RIVER,ENEMY SHIPPING,,-8.472085,148.234293,,7,13,500 LB GP (GP-M43/M64),6500,3.25
136183,23/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,B25,,Unidentified,,,,,,NEW GUINEA,New Guinea,BUNA AREA - 1500 TON SHIP,ENEMY SHIPPING,,-8.472085,148.234293,19,5,19,500 LB GP (GP-M43/M64),9500,4.75
134676,7/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,WIRRAWAY,,Unidentified,,,,,,NEW GUINEA,New Guinea,GONA - DIVE BOMBING REPLACEMENTS,ENEMY MERCHANT SHIPPING,,-8.580698,148.29965,,8,16,250 LB GP (GP-M57),4000,2
136159,22/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,A20,,Unidentified,,,,,,NEW GUINEA,New Guinea,"""BUNA AREA - ENEMY HQ, DUMPS AT MOUTH OF AMBOGA RIVER""",ENEMY POSITIONS,,-8.634426,148.313724,,5,10,250 LB GP (GP-M57),2500,1.25
136160,22/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,A20,,Unidentified,,,,,,NEW GUINEA,New Guinea,"""BUNA AREA - ENEMY HQ, DUMPS AT MOUTH OF AMBOGA RIVER""",ENEMY POSITIONS,,-8.634426,148.313724,,5,10,500 LB GP (GP-M43/M64),5000,2.5
136540,26/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,A20,,Unidentified,,,,,,NEW GUINEA,New Guinea,BUNA AREA - BANKS OF AMBOGA RIVER,ENEMY SHIPPING,,-8.634426,148.313724,,2,2,500 LB GP (GP-M43/M64),1000,0.5
136542,26/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,A20,,Unidentified,,,,,,NEW GUINEA,New Guinea,BUNA AREA - BANKS OF AMBOGA RIVER,ENEMY SHIPPING,,-8.634426,148.313724,,2,2,250 LB GP (GP-M57),500,0.25
134298,3/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,P400,,Unidentified,,,,,,NEW GUINEA,New Guinea,BUNA AREA - BRIDGE,ROAD BRIDGE,,-8.804099,148.320948,20,12,12,500 LB GP (GP-M43/M64),6000,3
134603,3/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,A20,,Unidentified,,,,,,NEW GUINEA,New Guinea,SANANANDA POINT,,,-8.635757,148.368853,,4,8,250 LB GP (GP-M57),2000,1
134604,3/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,A20,,Unidentified,,,,,,NEW GUINEA,New Guinea,SANANANDA POINT,,,-8.635757,148.368853,,4,8,500 LB GP (GP-M43/M64),4000,2
134609,4/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,A20,,Unidentified,,,,,,NEW GUINEA,New Guinea,SANANANDA POINT,,,-8.635757,148.368853,20,5,10,500 LB GP (GP-M43/M64),5000,2.5
134612,4/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,A20,,Unidentified,,,,,,NEW GUINEA,New Guinea,SANANANDA POINT AREA,,,-8.635757,148.368853,10,5,10,250 LB GP (GP-M57),2500,1.25
134261,2/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,,Unidentified,,,,,,NEW GUINEA,New Guinea,BUNA AREA,ENEMY WARSHIPS,,-8.660055,148.418701,,4,12,250 LB GP (GP-M57),3000,1.5
135367,16/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,BEAUF,,Unidentified,,,,,,NEW GUINEA,New Guinea,"""BUNA AREA - CONVOY: 1 DD, 2 CARGO SHIPS, 2 TANKERS""",ENEMY WARSHIPS,,-8.660055,148.418701,20,1,8,500 LB GP (GP-M43/M64),4000,2
128129,28/8/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,,Unidentified,,,,,,NEW GUINEA,New Guinea,BUNA AIRFIELD,AIRFIELD,,-8.682686,148.423689,,,12,300 LB GP (GP-31),3600,3.4
128131,28/8/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,,Unidentified,,,,,,NEW GUINEA,New Guinea,BUNA AIRFIELD,AIRFIELD,,-8.682686,148.423689,,,8,300 LB GP (GP-31),2400,1.2
128166,28/8/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,,Unidentified,,,,,,NEW GUINEA,New Guinea,BUNA AIRFIELD,AIRFIELD,,-8.682686,148.423689,0,,,500 LB GP (GP-M43/M64),2000,1
134254,1/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,,Unidentified,,,,,,NEW GUINEA,New Guinea,BUNA AIRFIELD,AIRFIELD,,-8.682686,148.423689,,3,,250 LB GP (GP-M57),2000,1
134940,10/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,A20,,Unidentified,,,,,,NEW GUINEA,New Guinea,BUNA AREA,ENEMY POSITIONS,,-8.682686,148.423689,50,6,6,500 LB GP (GP-M43/M64),3000,1.5
134941,10/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,A20,,Unidentified,,,,,,NEW GUINEA,New Guinea,BUNA AREA,ENEMY POSITIONS,,-8.682686,148.423689,50,6,6,250 LB GP (GP-M57),1500,0.75
134960,11/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,WIRRAWAY,,Unidentified,,,,,,NEW GUINEA,New Guinea,BUNA AREA DIVE BOMBED,ENEMY POSITIONS,,-8.674806,148.423919,24,6,,100 LB GP (GP-M30),2400,1.2
134964,12/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,A20,,Unidentified,,,,,,NEW GUINEA,New Guinea,BUNA MISSION,ENEMY POSITIONS,,-8.674806,148.423919,,6,12,250 LB GP (GP-M57),3000,1.5
134965,12/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,A20,,Unidentified,,,,,,NEW GUINEA,New Guinea,BUNA MISSION,ENEMY POSITIONS,,-8.674806,148.423919,,6,12,500 LB GP (GP-M43/M64),6000,3
134984,13/12/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,,Unidentified,,,,,,NEW GUINEA,New Guinea,BUNA AREA,ENEMY POSITIONS,,-8.674806,148.423919,30,4,2,250 LB GP (GP-M57),500,0.25
128883,8/9/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,,Unidentified,,,,,,NEW GUINEA,New Guinea,N OF GOODENOUGH ISLAND,CRUISER & DESTROYER,,-9.366666667,150.2333333,,,8,250 LB GP (GP-M57),2000,1
129255,11/9/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,,Unidentified,,,,,,NEW GUINEA,New Guinea,FALL RIVER,2 DESTROYERS,,-10.31666667,150.4166667,19,,,250 LB GP (GP-M57),4750,2.375
131919,27/10/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,,Unidentified,,,,,,NEW GUINEA,New Guinea,DOBU PASSAGE /FERGUSON ISLAND,BARGES ON BEACH,,-9.75,150.9,20,,,100 LB GP (GP-M30),2000,1.11
124128,3/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,B17,,Unidentified,,,,,,NEW GUINEA,New Guinea,KOEPANG (PENFOIE AIRFIELD),AIRFIELD,,-8.666666667,151.3333333,24,4,24,500 LB GP (GP-M43/M64),12000,6
125382,26/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,,Unidentified,,,,,,NEW GUINEA,New Guinea,PENFOEI,AIRDROME,,-8.666666667,151.3333333,135,,14,250 LB GP (GP-M57),3500,1.75
128488,4/9/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,,Unidentified,,,,,,NEW GUINEA,New Guinea,MILNE BAY,CRUISER,,-10.75,151.5,0,,4,250 LB GP (GP-M57),1000,0.5
128866,7/9/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,HUDSON,,Unidentified,,,,,,NEW GUINEA,New Guinea,NE MILNE BAY,ENEMY VESSELS,,-10.75,151.5,,,12,250 LB GP (GP-M57),3000,1.5
126921,8/8/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,,Unidentified,,,,,,BISMARK ARCHIPELAGO,Bismark Archipelago,VUNAKANAU,AIRFIELD,,-4.325175,152.131516,0,,,500 LB GP (GP-M43/M64),2000,1
126915,8/8/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,,Unidentified,,,,,,NEW GUINEA,New Guinea,LAKUNAI A/D,BUILDINGS,,-4.229885,152.185671,,,3,250 LB GP (GP-M57),750,0.375
128439,2/9/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,,Unidentified,,,,,,NEW GUINEA,New Guinea,BUKA A/D,AIRFIELD,,-5.422222,154.6725,,,12,250 LB GP (GP-M57),3000,1.5
124571,18/7/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,LB30,,Unidentified,,,,,,NEW GUINEA,New Guinea,KIETA,AIRFIELD,,-6.3,155.7,25,,,500 LB GP (GP-M43/M64),6000,3
123776,30/6/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,,Unidentified,,,,,,NEW GUINEA,New Guinea,TULAGI SIOTA REGION,BUILDINGS,,-9.083333333,160.15,,,8,250 LB GP (GP-M57),2000,1.0675
123778,30/6/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,,Unidentified,,,,,,NEW GUINEA,New Guinea,TULAGI HALETA,BUILDINGS,,-9.083333333,160.15,40,,6,250 LB GP (GP-M57),1500,0.8
123779,30/6/42,1942,PTO,Pacific Theater,AUSTRALIA,RAAF,CATALINA,,Unidentified,,,,,,NEW GUINEA,New Guinea,TULAGI BUNGANA ISLAND,BUILDINGS,,-9.083333333,160.15,40,,4,250 LB GP (GP-M57),1000,0.55